Ngay,Gio,Luong_mua,Truot_lo
10/9/2010,18,0.0,0
10/9/2010,19,0.0,0
10/9/2010,20,0.0,0
10/9/2010,21,0.0,0
10/9/2010,22,0.0,0
10/9/2010,23,0.0,0
10/9/2010,24,0.0,0
10/10/2010,1,0.0,0
10/10/2010,2,0.0,0
10/10/2010,3,0.0,0
10/10/2010,4,0.0,0
10/10/2010,5,0.0,0
10/10/2010,6,0.0,0
10/10/2010,7,0.0,0
10/10/2010,8,0.0,0
10/10/2010,9,0.0,0
10/10/2010,10,0.0,0
10/10/2010,11,0.0,0
10/10/2010,12,0.0,0
10/10/2010,13,0.0,0
10/10/2010,14,0.0,0
10/10/2010,15,0.0,0
10/10/2010,16,0.0,0
10/10/2010,17,0.0,0
10/10/2010,18,0.0,0
10/10/2010,19,0.0,0
10/10/2010,20,0.0,0
10/10/2010,21,0.0,0
10/10/2010,22,0.0,0
10/10/2010,23,0.0,0
10/10/2010,24,0.0,0
10/11/2010,1,0.0,0
10/11/2010,2,0.0,0
10/11/2010,3,0.0,0
10/11/2010,4,0.0,0
10/11/2010,5,0.0,0
10/11/2010,6,0.0,0
10/11/2010,7,0.0,0
10/11/2010,8,0.0,0
10/11/2010,9,0.0,0
10/11/2010,10,0.0,0
10/11/2010,11,0.0,0
10/11/2010,12,0.0,0
10/11/2010,13,4.6,0
10/11/2010,14,0.4,0
10/11/2010,15,0.6,0
10/11/2010,16,0.9,0
10/11/2010,17,0.0,0
10/11/2010,18,0.0,0
10/11/2010,19,0.0,0
10/11/2010,20,0.0,0
10/11/2010,21,0.4,0
10/11/2010,22,3.4,0
10/11/2010,23,0.0,0
10/11/2010,24,0.0,0
10/12/2010,1,0.0,0
10/12/2010,2,0.2,0
10/12/2010,3,0.0,0
10/12/2010,4,0.0,0
10/12/2010,5,0.0,0
10/12/2010,6,0.2,0
10/12/2010,7,0.0,0
10/12/2010,8,1.3,0
10/12/2010,9,5.0,0
10/12/2010,10,10.8,0
10/12/2010,11,0.0,0
10/12/2010,12,0.0,0
10/12/2010,13,2.5,0
10/12/2010,14,0.0,0
10/12/2010,15,3.3,0
10/12/2010,16,0.0,0
10/12/2010,17,0.0,0
10/12/2010,18,7.7,0
10/12/2010,19,0.1,0
10/12/2010,20,2.4,0
10/12/2010,21,0.7,0
10/12/2010,22,9.8,0
10/12/2010,23,1.1,0
10/12/2010,24,0.2,0
10/13/2010,1,0.1,0
10/13/2010,2,0.6,0
10/13/2010,3,0.0,0
10/13/2010,4,0.0,0
10/13/2010,5,0.0,0
10/13/2010,6,0.0,0
10/13/2010,7,0.4,0
10/13/2010,8,0.0,0
10/13/2010,9,0.0,0
10/13/2010,10,0.0,0
10/13/2010,11,0.9,0
10/13/2010,12,0.0,0
10/13/2010,13,0.0,0
10/13/2010,14,0.0,0
10/13/2010,15,0.0,0
10/13/2010,16,8.0,0
10/13/2010,17,0.0,0
10/13/2010,18,1.4,0
10/13/2010,19,0.2,0
10/13/2010,20,4.2,0
10/13/2010,21,0.2,0
10/13/2010,22,0.0,0
10/13/2010,23,0.2,0
10/13/2010,24,1.4,0
10/14/2010,1,0.0,0
10/14/2010,2,0.0,0
10/14/2010,3,0.0,0
10/14/2010,4,0.0,0
10/14/2010,5,0.0,0
10/14/2010,6,0.9,0
10/14/2010,7,0.0,0
10/14/2010,8,0.4,0
10/14/2010,9,0.7,0
10/14/2010,10,0.0,0
10/14/2010,11,0.0,0
10/14/2010,12,0.0,0
10/14/2010,13,1.4,0
10/14/2010,14,0.9,0
10/14/2010,15,19.3,0
10/14/2010,16,0.6,0
10/14/2010,17,0.0,0
10/14/2010,18,0.0,0
10/14/2010,19,0.0,0
10/14/2010,20,2.3,0
10/14/2010,21,12.0,0
10/14/2010,22,6.3,0
10/14/2010,23,0.7,0
10/14/2010,24,2.2,0
10/15/2010,1,0.5,0
10/15/2010,2,0.8,0
10/15/2010,3,4.4,0
10/15/2010,4,18.0,0
10/15/2010,5,3.6,0
10/15/2010,6,1.9,0
10/15/2010,7,5.2,0
10/15/2010,8,8.8,0
10/15/2010,9,13.1,0
10/15/2010,10,5.6,0
10/15/2010,11,6.5,0
10/15/2010,12,7.3,0
10/15/2010,13,2.9,0
10/15/2010,14,0.0,0
10/15/2010,15,0.0,0
10/15/2010,16,0.0,0
10/15/2010,17,0.0,0
10/15/2010,18,0.0,0
10/15/2010,19,0.0,0
10/15/2010,20,0.0,0
10/15/2010,21,0.0,0
10/15/2010,22,0.0,0
10/15/2010,23,0.0,0
10/15/2010,24,0.0,0
10/16/2010,1,0.0,0
10/16/2010,2,0.2,0
10/16/2010,3,1.2,0
10/16/2010,4,0.0,0
10/16/2010,5,0.0,0
10/16/2010,6,0.0,0
10/16/2010,7,0.0,0
10/16/2010,8,0.0,0
10/16/2010,9,0.0,0
10/16/2010,10,0.0,0
10/16/2010,11,0.0,0
10/16/2010,12,0.0,0
10/16/2010,13,0.0,0
10/16/2010,14,0.0,0
10/16/2010,15,0.0,0
10/16/2010,16,9.3,0
10/16/2010,17,1.5,0
10/16/2010,18,0.0,0
10/16/2010,19,0.0,0
10/16/2010,20,0.1,0
10/16/2010,21,0.0,0
10/16/2010,22,0.0,0
10/16/2010,23,0.0,0
10/16/2010,24,0.0,0
10/17/2010,1,0.0,0
10/17/2010,2,0.0,0
10/17/2010,3,0.0,0
10/17/2010,4,0.0,0
10/17/2010,5,0.0,0
10/17/2010,6,0.1,0
10/17/2010,7,0.0,0
10/17/2010,8,0.0,0
10/17/2010,9,0.0,0
10/17/2010,10,0.0,0
10/17/2010,11,0.0,0
10/17/2010,12,0.0,0
10/17/2010,13,0.0,0
10/17/2010,14,0.0,0
10/17/2010,15,0.0,0
10/17/2010,16,0.0,0
10/17/2010,17,0.0,0
10/17/2010,18,0.0,0
10/17/2010,19,0.0,0
10/17/2010,20,0.0,0
10/17/2010,21,0.0,0
10/17/2010,22,0.0,0
10/17/2010,23,0.0,0
10/17/2010,24,0.0,0
10/18/2010,1,0.0,0
10/18/2010,2,0.0,0
10/18/2010,3,0.0,0
10/18/2010,4,0.0,0
10/18/2010,5,0.0,0
10/18/2010,6,0.0,0
10/18/2010,7,0.0,0
10/18/2010,8,0.0,0
10/18/2010,9,0.0,0
10/18/2010,10,0.0,0
10/18/2010,11,0.0,0
10/18/2010,12,0.0,0
10/18/2010,13,0.0,0
10/18/2010,14,0.0,0
10/18/2010,15,0.0,0
10/18/2010,16,0.0,0
10/18/2010,17,0.0,0
10/18/2010,18,0.0,0
10/18/2010,19,3.0,0
10/18/2010,20,2.5,0
10/18/2010,21,0.0,0
10/18/2010,22,0.0,0
10/18/2010,23,0.0,0
10/18/2010,24,0.0,0
10/19/2010,1,0.0,0
10/19/2010,2,0.0,0
10/19/2010,3,0.0,0
10/19/2010,4,0.2,0
10/19/2010,5,2.3,0
10/19/2010,6,4.8,0
10/19/2010,7,3.7,0
10/19/2010,8,10.8,0
10/19/2010,9,1.2,0
10/19/2010,10,0.5,0
10/19/2010,11,0.0,0
10/19/2010,12,0.6,0
10/19/2010,13,9.0,0
10/19/2010,14,4.4,0
10/19/2010,15,0.5,0
10/19/2010,16,0.6,0
10/19/2010,17,0.7,0
10/19/2010,18,1.0,0
10/19/2010,19,0.6,0
10/19/2010,20,0.0,0
10/19/2010,21,0.0,0
10/19/2010,22,0.0,0
10/19/2010,23,0.0,0
10/19/2010,24,0.0,0
10/20/2010,1,0.0,0
10/20/2010,2,0.0,0
10/20/2010,3,0.0,0
10/20/2010,4,0.0,0
10/20/2010,5,0.0,0
10/20/2010,6,0.0,0
10/20/2010,7,0.0,0
10/20/2010,8,0.0,0
10/20/2010,9,0.0,0
10/20/2010,10,0.0,0
10/20/2010,11,0.0,0
10/20/2010,12,0.0,0
10/20/2010,13,0.0,0
10/20/2010,14,0.0,0
10/20/2010,15,0.0,0
10/20/2010,16,0.0,0
10/20/2010,17,0.0,0
10/20/2010,18,0.0,0
10/20/2010,19,0.0,0
10/20/2010,20,0.0,0
10/20/2010,21,0.0,0
10/20/2010,22,0.0,0
10/20/2010,23,0.0,0
10/20/2010,24,0.0,0
10/21/2010,1,0.0,0
10/21/2010,2,0.0,0
10/21/2010,3,0.0,0
10/21/2010,4,0.0,0
10/21/2010,5,0.0,0
10/21/2010,6,0.0,0
10/21/2010,7,0.0,0
10/21/2010,8,0.0,0
10/21/2010,9,0.0,0
10/21/2010,10,0.0,0
10/21/2010,11,0.0,0
10/21/2010,12,0.0,0
10/21/2010,13,0.0,0
10/21/2010,14,0.0,0
10/21/2010,15,0.0,0
10/21/2010,16,0.0,0
10/21/2010,17,0.0,0
10/21/2010,18,0.0,0
10/21/2010,19,0.0,0
10/21/2010,20,0.0,0
10/21/2010,21,0.0,0
10/21/2010,22,0.0,0
10/21/2010,23,0.0,0
10/21/2010,24,0.0,0
10/22/2010,1,0.0,0
10/22/2010,2,0.0,0
10/22/2010,3,0.0,0
10/22/2010,4,0.0,0
10/22/2010,5,0.0,0
10/22/2010,6,0.0,0
10/22/2010,7,0.0,0
10/22/2010,8,0.0,0
10/22/2010,9,0.0,0
10/22/2010,10,0.0,0
10/22/2010,11,0.0,0
10/22/2010,12,0.0,0
10/22/2010,13,0.0,0
10/22/2010,14,0.0,0
10/22/2010,15,0.0,0
10/22/2010,16,0.0,0
10/22/2010,17,0.0,0
10/22/2010,18,0.0,0
10/22/2010,19,0.0,0
10/22/2010,20,0.0,0
10/22/2010,21,0.0,0
10/22/2010,22,0.0,0
10/22/2010,23,0.0,0
10/22/2010,24,0.0,0
10/23/2010,1,0.0,0
10/23/2010,2,0.0,0
10/23/2010,3,0.0,0
10/23/2010,4,0.0,0
10/23/2010,5,0.0,0
10/23/2010,6,0.0,0
10/23/2010,7,0.0,0
10/23/2010,8,0.0,0
10/23/2010,9,0.0,0
10/23/2010,10,0.0,0
10/23/2010,11,0.0,0
10/23/2010,12,0.0,0
10/23/2010,13,0.0,0
10/23/2010,14,0.0,0
10/23/2010,15,0.0,0
10/23/2010,16,0.0,0
10/23/2010,17,0.0,0
10/23/2010,18,0.0,0
10/23/2010,19,0.0,0
10/23/2010,20,0.0,0
10/23/2010,21,0.0,0
10/23/2010,22,0.0,0
10/23/2010,23,0.0,0
10/23/2010,24,0.0,0
10/24/2010,1,0.0,0
10/24/2010,2,0.0,0
10/24/2010,3,0.0,0
10/24/2010,4,0.0,0
10/24/2010,5,0.0,0
10/24/2010,6,0.0,0
10/24/2010,7,0.0,0
10/24/2010,8,0.0,0
10/24/2010,9,0.0,0
10/24/2010,10,0.0,0
10/24/2010,11,0.0,0
10/24/2010,12,0.0,0
10/24/2010,13,0.0,0
10/24/2010,14,0.0,0
10/24/2010,15,0.0,0
10/24/2010,16,0.0,0
10/24/2010,17,0.0,0
10/24/2010,18,0.0,0
10/24/2010,19,0.0,0
10/24/2010,20,0.0,0
10/24/2010,21,0.0,0
10/24/2010,22,0.0,0
10/24/2010,23,0.0,0
10/24/2010,24,0.0,0
10/25/2010,1,0.0,0
10/25/2010,2,0.0,0
10/25/2010,3,0.0,0
10/25/2010,4,0.0,0
10/25/2010,5,0.0,0
10/25/2010,6,0.0,0
10/25/2010,7,0.0,0
10/25/2010,8,0.0,0
10/25/2010,9,0.0,0
10/25/2010,10,0.0,0
10/25/2010,11,0.0,0
10/25/2010,12,0.0,0
10/25/2010,13,0.0,0
10/25/2010,14,0.0,0
10/25/2010,15,0.0,0
10/25/2010,16,0.0,0
10/25/2010,17,0.0,0
10/25/2010,18,0.0,0
10/25/2010,19,0.0,0
10/25/2010,20,0.0,0
10/25/2010,21,0.0,0
10/25/2010,22,0.0,0
10/25/2010,23,0.0,0
10/25/2010,24,0.0,0
10/26/2010,1,0.0,0
10/26/2010,2,0.0,0
10/26/2010,3,0.0,0
10/26/2010,4,0.9,0
10/26/2010,5,0.5,0
10/26/2010,6,0.0,0
10/26/2010,7,0.0,0
10/26/2010,8,0.0,0
10/26/2010,9,0.0,0
10/26/2010,10,0.1,0
10/26/2010,11,0.2,0
10/26/2010,12,0.0,0
10/26/2010,13,0.0,0
10/26/2010,14,1.5,0
10/26/2010,15,0.7,0
10/26/2010,16,0.2,0
10/26/2010,17,0.0,0
10/26/2010,18,0.0,0
10/26/2010,19,0.1,0
10/26/2010,20,3.4,0
10/26/2010,21,0.0,0
10/26/2010,22,0.0,0
10/26/2010,23,0.0,0
10/26/2010,24,0.0,0
10/27/2010,1,1.4,0
10/27/2010,2,3.7,0
10/27/2010,3,0.6,0
10/27/2010,4,4.9,0
10/27/2010,5,2.3,0
10/27/2010,6,11.0,0
10/27/2010,7,1.3,0
10/27/2010,8,12.9,0
10/27/2010,9,5.4,0
10/27/2010,10,11.3,0
10/27/2010,11,7.2,0
10/27/2010,12,4.4,0
10/27/2010,13,10.6,0
10/27/2010,14,8.8,0
10/27/2010,15,7.3,0
10/27/2010,16,0.4,0
10/27/2010,17,1.3,0
10/27/2010,18,3.9,0
10/27/2010,19,0.0,0
10/27/2010,20,0.0,0
10/27/2010,21,0.0,0
10/27/2010,22,0.5,0
10/27/2010,23,1.9,0
10/27/2010,24,1.5,0
10/28/2010,1,5.1,0
10/28/2010,2,4.1,0
10/28/2010,3,6.1,0
10/28/2010,4,0.2,0
10/28/2010,5,0.2,0
10/28/2010,6,0.2,0
10/28/2010,7,3.7,0
10/28/2010,8,0.1,0
10/28/2010,9,0.0,0
10/28/2010,10,1.0,0
10/28/2010,11,0.0,0
10/28/2010,12,0.3,0
10/28/2010,13,1.2,0
10/28/2010,14,1.5,0
10/28/2010,15,0.5,0
10/28/2010,16,1.2,0
10/28/2010,17,0.1,0
10/28/2010,18,1.7,0
10/28/2010,19,1.3,0
10/28/2010,20,0.2,0
10/28/2010,21,4.8,0
10/28/2010,22,2.6,0
10/28/2010,23,3.5,0
10/28/2010,24,0.9,0
10/29/2010,1,0.0,0
10/29/2010,2,0.2,0
10/29/2010,3,0.0,0
10/29/2010,4,0.0,0
10/29/2010,5,0.0,0
10/29/2010,6,0.0,0
10/29/2010,7,0.0,0
10/29/2010,8,0.6,0
10/29/2010,9,0.2,0
10/29/2010,10,1.2,0
10/29/2010,11,1.0,0
10/29/2010,12,1.0,0
10/29/2010,13,0.1,0
10/29/2010,14,0.1,0
10/29/2010,15,0.6,0
10/29/2010,16,0.0,0
10/29/2010,17,0.2,0
10/29/2010,18,0.0,0
10/29/2010,19,0.0,0
10/29/2010,20,0.3,0
10/29/2010,21,0.7,0
10/29/2010,22,2.0,0
10/29/2010,23,0.1,0
10/29/2010,24,0.0,0
10/30/2010,1,0.0,0
10/30/2010,2,0.0,0
10/30/2010,3,0.0,0
10/30/2010,4,0.0,0
10/30/2010,5,0.0,0
10/30/2010,6,0.0,0
10/30/2010,7,0.0,0
10/30/2010,8,0.0,0
10/30/2010,9,0.0,0
10/30/2010,10,0.1,0
10/30/2010,11,0.7,0
10/30/2010,12,0.3,0
10/30/2010,13,0.0,0
10/30/2010,14,0.2,0
10/30/2010,15,0.2,0
10/30/2010,16,0.3,0
10/30/2010,17,0.8,0
10/30/2010,18,1.4,0
10/30/2010,19,1.5,0
10/30/2010,20,1.7,0
10/30/2010,21,1.8,0
10/30/2010,22,1.0,0
10/30/2010,23,0.4,0
10/30/2010,24,0.9,0
10/31/2010,1,1.1,0
10/31/2010,2,2.0,0
10/31/2010,3,1.5,0
10/31/2010,4,0.4,0
10/31/2010,5,0.6,0
10/31/2010,6,2.2,0
10/31/2010,7,1.1,0
10/31/2010,8,1.0,0
10/31/2010,9,0.7,0
10/31/2010,10,0.0,0
10/31/2010,11,0.6,0
10/31/2010,12,2.2,0
10/31/2010,13,0.4,0
10/31/2010,14,0.1,0
10/31/2010,15,0.0,0
10/31/2010,16,0.3,0
10/31/2010,17,0.6,0
10/31/2010,18,0.5,0
10/31/2010,19,0.3,0
10/31/2010,20,0.2,0
10/31/2010,21,2.0,0
10/31/2010,22,1.6,0
10/31/2010,23,0.6,0
10/31/2010,24,2.7,0
11/1/2010,1,0.2,0
11/1/2010,2,2.5,0
11/1/2010,3,1.6,0
11/1/2010,4,1.9,0
11/1/2010,5,2.1,0
11/1/2010,6,0.7,0
11/1/2010,7,3.1,0
11/1/2010,8,2.5,0
11/1/2010,9,3.6,0
11/1/2010,10,7.4,0
11/1/2010,11,5.5,0
11/1/2010,12,2.6,0
11/1/2010,13,6.7,0
11/1/2010,14,1.9,0
11/1/2010,15,0.3,0
11/1/2010,16,2.7,0
11/1/2010,17,2.9,0
11/1/2010,18,1.7,0
11/1/2010,19,2.7,0
11/1/2010,20,1.5,0
11/1/2010,21,3.2,0
11/1/2010,22,5.2,0
11/1/2010,23,3.1,0
11/1/2010,24,3.0,0
11/2/2010,1,19.9,0
11/2/2010,2,1.3,0
11/2/2010,3,16.0,0
11/2/2010,4,16.3,0
11/2/2010,5,2.2,0
11/2/2010,6,0.2,0
11/2/2010,7,1.3,0
11/2/2010,8,0.1,0
11/2/2010,9,0.0,0
11/2/2010,10,1.7,0
11/2/2010,11,0.0,0
11/2/2010,12,0.4,0
11/2/2010,13,2.1,0
11/2/2010,14,3.3,0
11/2/2010,15,0.5,0
11/2/2010,16,3.7,0
11/2/2010,17,1.6,0
11/2/2010,18,2.6,0
11/2/2010,19,0.0,0
11/2/2010,20,0.9,0
11/2/2010,21,1.0,0
11/2/2010,22,0.8,0
11/2/2010,23,0.2,0
11/2/2010,24,2.2,0
11/3/2010,1,2.5,0
11/3/2010,2,0.4,0
11/3/2010,3,3.6,0
11/3/2010,4,5.8,0
11/3/2010,5,3.2,0
11/3/2010,6,0.6,0
11/3/2010,7,1.9,0
11/3/2010,8,0.0,0
11/3/2010,9,0.0,0
11/3/2010,10,0.0,0
11/3/2010,11,0.0,0
11/3/2010,12,0.0,0
11/3/2010,13,0.0,0
11/3/2010,14,0.1,0
11/3/2010,15,0.0,0
11/3/2010,16,0.0,0
11/3/2010,17,0.0,0
11/3/2010,18,0.0,0
11/3/2010,19,0.0,0
11/3/2010,20,1.6,0
11/3/2010,21,1.1,0
11/3/2010,22,1.1,0
11/3/2010,23,1.6,0
11/3/2010,24,2.1,0
11/4/2010,1,1.2,0
11/4/2010,2,1.2,0
11/4/2010,3,2.6,0
11/4/2010,4,4.0,0
11/4/2010,5,3.7,0
11/4/2010,6,2.7,0
11/4/2010,7,0.3,0
11/4/2010,8,0.4,0
11/4/2010,9,2.4,0
11/4/2010,10,0.7,0
11/4/2010,11,0.0,0
11/4/2010,12,0.7,0
11/4/2010,13,1.8,0
11/4/2010,14,0.7,0
11/4/2010,15,1.8,0
11/4/2010,16,3.3,0
11/4/2010,17,1.4,0
11/4/2010,18,0.9,0
11/4/2010,19,0.7,0
11/4/2010,20,0.7,0
11/4/2010,21,0.5,0
11/4/2010,22,0.7,0
11/4/2010,23,1.7,0
11/4/2010,24,0.7,0
11/5/2010,1,4.9,0
11/5/2010,2,2.7,0
11/5/2010,3,2.2,0
11/5/2010,4,0.5,0
11/5/2010,5,0.5,0
11/5/2010,6,1.9,0
11/5/2010,7,2.5,0
11/5/2010,8,1.6,0
11/5/2010,9,1.5,0
11/5/2010,10,0.7,0
11/5/2010,11,1.3,0
11/5/2010,12,2.1,0
11/5/2010,13,2.6,0
11/5/2010,14,0.6,0
11/5/2010,15,0.2,0
11/5/2010,16,0.3,0
11/5/2010,17,0.6,0
11/5/2010,18,0.0,0
11/5/2010,19,0.5,0
11/5/2010,20,0.1,0
11/5/2010,21,0.1,0
11/5/2010,22,0.3,0
11/5/2010,23,1.2,0
11/5/2010,24,2.3,0
11/6/2010,1,4.8,0
11/6/2010,2,3.3,0
11/6/2010,3,2.3,0
11/6/2010,4,1.9,0
11/6/2010,5,2.7,0
11/6/2010,6,4.7,0
11/6/2010,7,7.4,0
11/6/2010,8,7.7,0
11/6/2010,9,16.7,0
11/6/2010,10,10.2,0
11/6/2010,11,6.2,0
11/6/2010,12,5.2,0
11/6/2010,13,5.6,0
11/6/2010,14,5.3,0
11/6/2010,15,3.7,0
11/6/2010,16,2.9,0
11/6/2010,17,6.8,0
11/6/2010,18,4.8,0
11/6/2010,19,2.6,0
11/6/2010,20,1.9,0
11/6/2010,21,2.5,0
11/6/2010,22,2.1,0
11/6/2010,23,7.1,0
11/6/2010,24,2.9,0
11/7/2010,1,5.8,0
11/7/2010,2,3.7,0
11/7/2010,3,1.5,0
11/7/2010,4,4.0,0
11/7/2010,5,3.2,0
11/7/2010,6,1.3,0
11/7/2010,7,2.0,0
11/7/2010,8,2.1,0
11/7/2010,9,2.4,0
11/7/2010,10,2.5,0
11/7/2010,11,0.2,0
11/7/2010,12,0.0,0
11/7/2010,13,0.8,0
11/7/2010,14,2.9,0
11/7/2010,15,0.2,0
11/7/2010,16,0.4,0
11/7/2010,17,0.0,0
11/7/2010,18,0.3,0
11/7/2010,19,0.4,0
11/7/2010,20,0.0,0
11/7/2010,21,0.2,0
11/7/2010,22,2.7,0
11/7/2010,23,0.8,0
11/7/2010,24,5.8,0
11/8/2010,1,6.0,0
11/8/2010,2,2.7,0
11/8/2010,3,0.4,0
11/8/2010,4,0.6,0
11/8/2010,5,1.1,0
11/8/2010,6,1.0,0
11/8/2010,7,3.8,0
11/8/2010,8,1.1,0
11/8/2010,9,0.8,0
11/8/2010,10,0.8,0
11/8/2010,11,4.2,0
11/8/2010,12,3.2,0
11/8/2010,13,1.9,0
11/8/2010,14,0.2,0
11/8/2010,15,0.0,0
11/8/2010,16,0.4,0
11/8/2010,17,0.0,0
11/8/2010,18,0.0,0
11/8/2010,19,0.0,0
11/8/2010,20,0.1,0
11/8/2010,21,0.9,0
11/8/2010,22,0.6,0
11/8/2010,23,0.7,0
11/8/2010,24,2.2,0
11/9/2010,1,2.2,0
11/9/2010,2,1.8,0
11/9/2010,3,0.5,0
11/9/2010,4,0.2,0
11/9/2010,5,1.2,0
11/9/2010,6,0.1,0
11/9/2010,7,2.1,0
11/9/2010,8,3.6,0
11/9/2010,9,1.5,0
11/9/2010,10,0.1,0
11/9/2010,11,0.2,0
11/9/2010,12,1.0,0
11/9/2010,13,0.9,0
11/9/2010,14,2.4,0
11/9/2010,15,1.6,0
11/9/2010,16,2.2,0
11/9/2010,17,1.9,0
11/9/2010,18,2.3,0
11/9/2010,19,3.3,0
11/9/2010,20,3.3,0
11/9/2010,21,2.8,0
11/9/2010,22,3.1,0
11/9/2010,23,2.7,0
11/9/2010,24,1.9,0
11/10/2010,1,1.8,0
11/10/2010,2,3.1,0
11/10/2010,3,3.2,0
11/10/2010,4,2.2,0
11/10/2010,5,3.0,0
11/10/2010,6,3.0,0
11/10/2010,7,0.9,0
11/10/2010,8,1.9,0
11/10/2010,9,1.8,0
11/10/2010,10,2.8,0
11/10/2010,11,2.4,0
11/10/2010,12,2.0,0
11/10/2010,13,2.6,0
11/10/2010,14,2.2,0
11/10/2010,15,1.5,0
11/10/2010,16,1.8,0
11/10/2010,17,1.6,0
11/10/2010,18,2.5,0
11/10/2010,19,1.7,0
11/10/2010,20,2.1,0
11/10/2010,21,1.7,0
11/10/2010,22,1.8,0
11/10/2010,23,2.3,0
11/10/2010,24,0.3,0
11/11/2010,1,1.1,0
11/11/2010,2,1.3,0
11/11/2010,3,0.8,0
11/11/2010,4,0.6,0
11/11/2010,5,0.3,0
11/11/2010,6,0.2,0
11/11/2010,7,0.7,0
11/11/2010,8,0.4,0
11/11/2010,9,0.1,0
11/11/2010,10,0.1,0
11/11/2010,11,0.1,0
11/11/2010,12,0.5,0
11/11/2010,13,0.9,0
11/11/2010,14,1.8,0
11/11/2010,15,3.0,0
11/11/2010,16,4.4,0
11/11/2010,17,6.4,0
11/11/2010,18,3.2,0
11/11/2010,19,2.3,0
11/11/2010,20,3.9,0
11/11/2010,21,3.3,0
11/11/2010,22,1.2,0
11/11/2010,23,0.3,0
11/11/2010,24,1.1,0
11/12/2010,1,1.2,0
11/12/2010,2,1.7,0
11/12/2010,3,0.6,0
11/12/2010,4,1.1,0
11/12/2010,5,2.6,0
11/12/2010,6,3.5,0
11/12/2010,7,3.6,0
11/12/2010,8,1.7,0
11/12/2010,9,0.8,0
11/12/2010,10,1.1,0
11/12/2010,11,1.1,0
11/12/2010,12,0.3,0
11/12/2010,13,0.6,0
11/12/2010,14,0.0,0
11/12/2010,15,0.0,0
11/12/2010,16,0.0,0
11/12/2010,17,0.0,0
11/12/2010,18,0.0,0
11/12/2010,19,0.0,0
11/12/2010,20,0.0,0
11/12/2010,21,0.1,0
11/12/2010,22,0.3,0
11/12/2010,23,0.4,0
11/12/2010,24,0.6,0
11/13/2010,1,0.7,0
11/13/2010,2,1.7,0
11/13/2010,3,1.1,0
11/13/2010,4,1.7,0
11/13/2010,5,1.7,0
11/13/2010,6,0.9,0
11/13/2010,7,1.4,0
11/13/2010,8,1.0,0
11/13/2010,9,0.2,0
11/13/2010,10,0.0,0
11/13/2010,11,0.0,0
11/13/2010,12,0.3,0
11/13/2010,13,1.4,0
11/13/2010,14,1.6,0
11/13/2010,15,3.4,0
11/13/2010,16,7.8,0
11/13/2010,17,3.2,0
11/13/2010,18,7.8,0
11/13/2010,19,4.6,0
11/13/2010,20,4.2,0
11/13/2010,21,6.7,0
11/13/2010,22,2.3,0
11/13/2010,23,3.4,0
11/13/2010,24,11.6,0
11/14/2010,1,7.6,0
11/14/2010,2,4.3,0
11/14/2010,3,16.7,0
11/14/2010,4,10.4,0
11/14/2010,5,13.5,0
11/14/2010,6,14.0,0
11/14/2010,7,6.8,0
11/14/2010,8,8.1,0
11/14/2010,9,17.4,0
11/14/2010,10,17.6,0
11/14/2010,11,21.8,0
11/14/2010,12,14.1,0
11/14/2010,13,5.8,0
11/14/2010,14,1.7,0
11/14/2010,15,18.5,0
11/14/2010,16,4.4,0
11/14/2010,17,5.0,0
11/14/2010,18,0.7,0
11/14/2010,19,0.0,0
11/14/2010,20,0.1,0
11/14/2010,21,0.2,0
11/14/2010,22,0.0,0
11/14/2010,23,0.0,0
11/14/2010,24,0.4,0
11/15/2010,1,1.3,0
11/15/2010,2,0.5,0
11/15/2010,3,0.1,0
11/15/2010,4,0.3,0
11/15/2010,5,0.0,0
11/15/2010,6,0.0,0
11/15/2010,7,0.0,0
11/15/2010,8,0.0,0
11/15/2010,9,0.0,0
11/15/2010,10,0.0,0
11/15/2010,11,0.0,0
11/15/2010,12,0.0,0
11/15/2010,13,0.0,0
11/15/2010,14,0.1,0
11/15/2010,15,0.1,0
11/15/2010,16,2.1,0
11/15/2010,17,15.1,0
11/15/2010,18,16.1,0
11/15/2010,19,9.6,0
11/15/2010,20,24.2,0
11/15/2010,21,20.1,0
11/15/2010,22,3.1,0
11/15/2010,23,17.4,0
11/15/2010,24,39.7,1
11/16/2010,1,17.2,0
11/16/2010,2,19.4,1
11/16/2010,3,6.7,0
11/16/2010,4,22.1,0
11/16/2010,5,13.9,0
11/16/2010,6,9.9,0
11/16/2010,7,2.1,0
11/16/2010,8,0.1,0
11/16/2010,9,2.8,0
11/16/2010,10,37.5,0
11/16/2010,11,23.2,0
11/16/2010,12,24.4,1
11/16/2010,13,49.5,1
11/16/2010,14,41.9,1
11/16/2010,15,13.5,0
11/16/2010,16,5.2,0
11/16/2010,17,12.3,0
11/16/2010,18,13.7,0
11/16/2010,19,9.8,0
11/16/2010,20,14.1,0
11/16/2010,21,8.2,0
11/16/2010,22,5.2,0
11/16/2010,23,9.5,0
11/16/2010,24,11.4,0
11/17/2010,1,3.8,0
11/17/2010,2,4.4,0
11/17/2010,3,1.1,0
11/17/2010,4,0.9,0
11/17/2010,5,0.9,0
11/17/2010,6,4.9,0
11/17/2010,7,1.9,0
11/17/2010,8,1.8,0
11/17/2010,9,0.5,0
11/17/2010,10,0.2,0
11/17/2010,11,0.1,0
11/17/2010,12,0.0,0
