Ngay,Gio,Luong_mua,Truot_lo
1/4/2008,3,0.0,0
1/4/2008,4,0.0,0
1/4/2008,5,0.0,0
1/4/2008,6,0.0,0
1/4/2008,7,0.0,0
1/4/2008,8,0.0,0
1/4/2008,9,0.0,0
1/4/2008,10,0.0,0
1/4/2008,11,0.0,0
1/4/2008,12,0.0,0
1/4/2008,13,0.0,0
1/4/2008,14,0.4,0
1/4/2008,15,0.0,0
1/4/2008,16,0.0,0
1/4/2008,17,0.0,0
1/4/2008,18,0.0,0
1/4/2008,19,0.0,0
1/4/2008,20,0.0,0
1/4/2008,21,0.3,0
1/4/2008,22,0.0,0
1/4/2008,23,0.0,0
1/4/2008,24,0.0,0
1/5/2008,1,0.0,0
1/5/2008,2,0.0,0
1/5/2008,3,0.0,0
1/5/2008,4,0.0,0
1/5/2008,5,0.5,0
1/5/2008,6,0.3,0
1/5/2008,7,0.0,0
1/5/2008,8,0.0,0
1/5/2008,9,0.0,0
1/5/2008,10,0.0,0
1/5/2008,11,0.0,0
1/5/2008,12,0.0,0
1/5/2008,13,0.0,0
1/5/2008,14,0.0,0
1/5/2008,15,0.0,0
1/5/2008,16,0.0,0
1/5/2008,17,0.3,0
1/5/2008,18,0.0,0
1/5/2008,19,0.0,0
1/5/2008,20,0.3,0
1/5/2008,21,0.3,0
1/5/2008,22,0.0,0
1/5/2008,23,0.0,0
1/5/2008,24,0.0,0
1/6/2008,1,0.0,0
1/6/2008,2,0.0,0
1/6/2008,3,0.0,0
1/6/2008,4,0.0,0
1/6/2008,5,0.2,0
1/6/2008,6,0.0,0
1/6/2008,7,0.0,0
1/6/2008,8,0.0,0
1/6/2008,9,0.0,0
1/6/2008,10,0.0,0
1/6/2008,11,0.0,0
1/6/2008,12,0.0,0
1/6/2008,13,0.0,0
1/6/2008,14,0.0,0
1/6/2008,15,0.0,0
1/6/2008,16,0.0,0
1/6/2008,17,0.0,0
1/6/2008,18,0.0,0
1/6/2008,19,0.0,0
1/6/2008,20,0.0,0
1/6/2008,21,0.0,0
1/6/2008,22,0.0,0
1/6/2008,23,0.0,0
1/6/2008,24,0.0,0
1/7/2008,1,0.0,0
1/7/2008,2,0.0,0
1/7/2008,3,0.0,0
1/7/2008,4,0.0,0
1/7/2008,5,0.0,0
1/7/2008,6,0.0,0
1/7/2008,7,0.0,0
1/7/2008,8,0.0,0
1/7/2008,9,0.0,0
1/7/2008,10,0.0,0
1/7/2008,11,0.0,0
1/7/2008,12,0.0,0
1/7/2008,13,0.0,0
1/7/2008,14,0.0,0
1/7/2008,15,0.0,0
1/7/2008,16,0.0,0
1/7/2008,17,0.0,0
1/7/2008,18,0.0,0
1/7/2008,19,0.0,0
1/7/2008,20,0.0,0
1/7/2008,21,0.0,0
1/7/2008,22,0.0,0
1/7/2008,23,0.0,0
1/7/2008,24,0.0,0
1/8/2008,1,0.0,0
1/8/2008,2,0.0,0
1/8/2008,3,0.0,0
1/8/2008,4,0.0,0
1/8/2008,5,0.0,0
1/8/2008,6,0.0,0
1/8/2008,7,0.0,0
1/8/2008,8,0.0,0
1/8/2008,9,0.0,0
1/8/2008,10,0.0,0
1/8/2008,11,0.0,0
1/8/2008,12,0.0,0
1/8/2008,13,0.0,0
1/8/2008,14,0.0,0
1/8/2008,15,0.0,0
1/8/2008,16,0.0,0
1/8/2008,17,0.0,0
1/8/2008,18,0.0,0
1/8/2008,19,0.0,0
1/8/2008,20,0.0,0
1/8/2008,21,0.0,0
1/8/2008,22,0.0,0
1/8/2008,23,0.0,0
1/8/2008,24,0.0,0
1/9/2008,1,0.0,0
1/9/2008,2,0.0,0
1/9/2008,3,0.0,0
1/9/2008,4,0.0,0
1/9/2008,5,0.0,0
1/9/2008,6,0.0,0
1/9/2008,7,0.0,0
1/9/2008,8,0.0,0
1/9/2008,9,0.0,0
1/9/2008,10,0.0,0
1/9/2008,11,0.0,0
1/9/2008,12,0.0,0
1/9/2008,13,0.0,0
1/9/2008,14,0.0,0
1/9/2008,15,0.0,0
1/9/2008,16,0.0,0
1/9/2008,17,0.0,0
1/9/2008,18,0.0,0
1/9/2008,19,0.0,0
1/9/2008,20,0.0,0
1/9/2008,21,0.0,0
1/9/2008,22,0.0,0
1/9/2008,23,0.0,0
1/9/2008,24,0.0,0
1/10/2008,1,0.0,0
1/10/2008,2,0.0,0
1/10/2008,3,0.0,0
1/10/2008,4,0.0,0
1/10/2008,5,0.0,0
1/10/2008,6,0.0,0
1/10/2008,7,0.0,0
1/10/2008,8,0.0,0
1/10/2008,9,0.0,0
1/10/2008,10,0.0,0
1/10/2008,11,0.0,0
1/10/2008,12,0.0,0
1/10/2008,13,0.0,0
1/10/2008,14,0.0,0
1/10/2008,15,0.0,0
1/10/2008,16,0.0,0
1/10/2008,17,0.0,0
1/10/2008,18,0.0,0
1/10/2008,19,0.0,0
1/10/2008,20,0.0,0
1/10/2008,21,0.0,0
1/10/2008,22,0.0,0
1/10/2008,23,0.0,0
1/10/2008,24,0.0,0
1/11/2008,1,0.0,0
1/11/2008,2,0.0,0
1/11/2008,3,0.0,0
1/11/2008,4,0.0,0
1/11/2008,5,0.0,0
1/11/2008,6,0.0,0
1/11/2008,7,0.0,0
1/11/2008,8,0.0,0
1/11/2008,9,0.0,0
1/11/2008,10,0.0,0
1/11/2008,11,0.0,0
1/11/2008,12,0.0,0
1/11/2008,13,0.0,0
1/11/2008,14,0.0,0
1/11/2008,15,0.0,0
1/11/2008,16,0.0,0
1/11/2008,17,0.0,0
1/11/2008,18,0.0,0
1/11/2008,19,0.0,0
1/11/2008,20,0.0,0
1/11/2008,21,0.0,0
1/11/2008,22,0.0,0
1/11/2008,23,0.0,0
1/11/2008,24,0.0,0
1/12/2008,1,0.0,0
1/12/2008,2,0.0,0
1/12/2008,3,0.0,0
1/12/2008,4,0.0,0
1/12/2008,5,0.0,0
1/12/2008,6,0.0,0
1/12/2008,7,0.0,0
1/12/2008,8,0.0,0
1/12/2008,9,0.0,0
1/12/2008,10,0.0,0
1/12/2008,11,0.0,0
1/12/2008,12,0.0,0
1/12/2008,13,0.0,0
1/12/2008,14,0.0,0
1/12/2008,15,0.0,0
1/12/2008,16,0.0,0
1/12/2008,17,0.0,0
1/12/2008,18,0.0,0
1/12/2008,19,0.0,0
1/12/2008,20,0.0,0
1/12/2008,21,0.0,0
1/12/2008,22,0.0,0
1/12/2008,23,0.0,0
1/12/2008,24,0.0,0
1/13/2008,1,0.0,0
1/13/2008,2,0.0,0
1/13/2008,3,0.0,0
1/13/2008,4,0.0,0
1/13/2008,5,0.0,0
1/13/2008,6,0.0,0
1/13/2008,7,0.0,0
1/13/2008,8,0.0,0
1/13/2008,9,0.0,0
1/13/2008,10,0.0,0
1/13/2008,11,0.0,0
1/13/2008,12,0.0,0
1/13/2008,13,0.0,0
1/13/2008,14,0.0,0
1/13/2008,15,0.0,0
1/13/2008,16,0.0,0
1/13/2008,17,0.0,0
1/13/2008,18,0.0,0
1/13/2008,19,0.0,0
1/13/2008,20,0.0,0
1/13/2008,21,0.0,0
1/13/2008,22,0.0,0
1/13/2008,23,0.0,0
1/13/2008,24,0.0,0
1/14/2008,1,0.0,0
1/14/2008,2,0.0,0
1/14/2008,3,0.0,0
1/14/2008,4,0.0,0
1/14/2008,5,0.0,0
1/14/2008,6,0.0,0
1/14/2008,7,0.0,0
1/14/2008,8,0.0,0
1/14/2008,9,0.0,0
1/14/2008,10,0.0,0
1/14/2008,11,0.0,0
1/14/2008,12,0.0,0
1/14/2008,13,0.0,0
1/14/2008,14,0.0,0
1/14/2008,15,0.3,0
1/14/2008,16,1.2,0
1/14/2008,17,0.0,0
1/14/2008,18,0.0,0
1/14/2008,19,0.0,0
1/14/2008,20,0.0,0
1/14/2008,21,0.4,0
1/14/2008,22,0.0,0
1/14/2008,23,0.2,0
1/14/2008,24,0.0,0
1/15/2008,1,0.0,0
1/15/2008,2,0.0,0
1/15/2008,3,0.0,0
1/15/2008,4,0.2,0
1/15/2008,5,0.0,0
1/15/2008,6,0.0,0
1/15/2008,7,0.0,0
1/15/2008,8,0.0,0
1/15/2008,9,0.0,0
1/15/2008,10,0.0,0
1/15/2008,11,0.0,0
1/15/2008,12,0.0,0
1/15/2008,13,0.3,0
1/15/2008,14,0.3,0
1/15/2008,15,0.6,0
1/15/2008,16,0.9,0
1/15/2008,17,0.3,0
1/15/2008,18,0.0,0
1/15/2008,19,0.1,0
1/15/2008,20,0.8,0
1/15/2008,21,1.1,0
1/15/2008,22,1.0,0
1/15/2008,23,1.1,0
1/15/2008,24,1.6,0
1/16/2008,1,1.3,0
1/16/2008,2,0.6,0
1/16/2008,3,0.8,0
1/16/2008,4,0.9,0
1/16/2008,5,1.5,0
1/16/2008,6,1.4,0
1/16/2008,7,1.7,0
1/16/2008,8,1.3,0
1/16/2008,9,1.1,0
1/16/2008,10,1.2,0
1/16/2008,11,1.4,0
1/16/2008,12,0.7,0
1/16/2008,13,0.5,0
1/16/2008,14,0.5,0
1/16/2008,15,0.0,0
1/16/2008,16,0.2,0
1/16/2008,17,0.6,0
1/16/2008,18,0.2,0
1/16/2008,19,0.4,0
1/16/2008,20,1.2,0
1/16/2008,21,1.4,0
1/16/2008,22,0.9,0
1/16/2008,23,0.9,0
1/16/2008,24,1.1,0
1/17/2008,1,1.2,0
1/17/2008,2,0.9,0
1/17/2008,3,0.9,0
1/17/2008,4,0.7,0
1/17/2008,5,0.6,0
1/17/2008,6,0.7,0
1/17/2008,7,0.3,0
1/17/2008,8,1.2,0
1/17/2008,9,0.9,0
1/17/2008,10,0.9,0
1/17/2008,11,0.3,0
1/17/2008,12,0.2,0
1/17/2008,13,0.4,0
1/17/2008,14,0.0,0
1/17/2008,15,0.0,0
1/17/2008,16,0.2,0
1/17/2008,17,0.1,0
1/17/2008,18,0.2,0
1/17/2008,19,0.0,0
1/17/2008,20,0.0,0
1/17/2008,21,0.0,0
1/17/2008,22,0.2,0
1/17/2008,23,0.0,0
1/17/2008,24,0.3,0
1/18/2008,1,0.0,0
1/18/2008,2,0.1,0
1/18/2008,3,0.0,0
1/18/2008,4,0.2,0
1/18/2008,5,0.3,0
1/18/2008,6,0.0,0
1/18/2008,7,0.0,0
1/18/2008,8,0.2,0
1/18/2008,9,0.0,0
1/18/2008,10,0.4,0
1/18/2008,11,0.2,0
1/18/2008,12,0.0,0
1/18/2008,13,0.0,0
1/18/2008,14,0.0,0
1/18/2008,15,0.0,0
1/18/2008,16,0.0,0
1/18/2008,17,0.0,0
1/18/2008,18,0.0,0
1/18/2008,19,0.0,0
1/18/2008,20,0.0,0
1/18/2008,21,0.0,0
1/18/2008,22,0.9,0
1/18/2008,23,0.1,0
1/18/2008,24,0.5,0
1/19/2008,1,0.0,0
1/19/2008,2,0.0,0
1/19/2008,3,0.0,0
1/19/2008,4,0.0,0
1/19/2008,5,0.0,0
1/19/2008,6,0.0,0
1/19/2008,7,0.0,0
1/19/2008,8,0.0,0
1/19/2008,9,0.0,0
1/19/2008,10,0.0,0
1/19/2008,11,0.0,0
1/19/2008,12,0.0,0
1/19/2008,13,0.0,0
1/19/2008,14,0.0,0
1/19/2008,15,0.0,0
1/19/2008,16,0.0,0
1/19/2008,17,0.0,0
1/19/2008,18,0.0,0
1/19/2008,19,0.0,0
1/19/2008,20,0.0,0
1/19/2008,21,0.0,0
1/19/2008,22,0.0,0
1/19/2008,23,0.0,0
1/19/2008,24,0.0,0
1/20/2008,1,0.0,0
1/20/2008,2,0.0,0
1/20/2008,3,0.0,0
1/20/2008,4,0.0,0
1/20/2008,5,0.0,0
1/20/2008,6,0.0,0
1/20/2008,7,0.0,0
1/20/2008,8,0.0,0
1/20/2008,9,0.0,0
1/20/2008,10,0.0,0
1/20/2008,11,0.0,0
1/20/2008,12,0.0,0
1/20/2008,13,0.0,0
1/20/2008,14,0.0,0
1/20/2008,15,0.0,0
1/20/2008,16,0.0,0
1/20/2008,17,0.0,0
1/20/2008,18,0.0,0
1/20/2008,19,0.0,0
1/20/2008,20,0.0,0
1/20/2008,21,0.0,0
1/20/2008,22,0.0,0
1/20/2008,23,0.0,0
1/20/2008,24,0.0,0
1/21/2008,1,0.0,0
1/21/2008,2,0.0,0
1/21/2008,3,0.0,0
1/21/2008,4,0.0,0
1/21/2008,5,0.0,0
1/21/2008,6,0.0,0
1/21/2008,7,0.0,0
1/21/2008,8,0.0,0
1/21/2008,9,0.0,0
1/21/2008,10,0.0,0
1/21/2008,11,0.0,0
1/21/2008,12,0.0,0
1/21/2008,13,0.0,0
1/21/2008,14,0.0,0
1/21/2008,15,0.0,0
1/21/2008,16,0.0,0
1/21/2008,17,0.0,0
1/21/2008,18,0.0,0
1/21/2008,19,0.0,0
1/21/2008,20,0.0,0
1/21/2008,21,0.0,0
1/21/2008,22,0.0,0
1/21/2008,23,0.0,0
1/21/2008,24,0.0,0
1/22/2008,1,0.0,0
1/22/2008,2,0.0,0
1/22/2008,3,0.0,0
1/22/2008,4,0.0,0
1/22/2008,5,0.0,0
1/22/2008,6,0.0,0
1/22/2008,7,0.0,0
1/22/2008,8,0.0,0
1/22/2008,9,0.0,0
1/22/2008,10,0.0,0
1/22/2008,11,0.0,0
1/22/2008,12,0.0,0
1/22/2008,13,0.0,0
1/22/2008,14,0.0,0
1/22/2008,15,0.0,0
1/22/2008,16,0.0,0
1/22/2008,17,0.0,0
1/22/2008,18,0.0,0
1/22/2008,19,0.0,0
1/22/2008,20,0.0,0
1/22/2008,21,0.0,0
1/22/2008,22,0.0,0
1/22/2008,23,0.0,0
1/22/2008,24,0.0,0
1/23/2008,1,0.0,0
1/23/2008,2,0.1,0
1/23/2008,3,1.2,0
1/23/2008,4,0.5,0
1/23/2008,5,0.8,0
1/23/2008,6,0.0,0
1/23/2008,7,0.0,0
1/23/2008,8,0.0,0
1/23/2008,9,1.2,0
1/23/2008,10,2.1,0
1/23/2008,11,1.2,0
1/23/2008,12,0.9,0
1/23/2008,13,1.2,0
1/23/2008,14,0.4,0
1/23/2008,15,1.2,0
1/23/2008,16,0.7,0
1/23/2008,17,1.1,0
1/23/2008,18,0.8,0
1/23/2008,19,1.2,0
1/23/2008,20,1.1,0
1/23/2008,21,0.9,0
1/23/2008,22,0.7,0
1/23/2008,23,1.4,0
1/23/2008,24,1.9,0
1/24/2008,1,1.0,0
1/24/2008,2,0.8,0
1/24/2008,3,1.3,0
1/24/2008,4,1.4,0
1/24/2008,5,2.0,0
1/24/2008,6,1.2,0
1/24/2008,7,2.4,0
1/24/2008,8,0.5,0
1/24/2008,9,0.5,0
1/24/2008,10,0.3,0
1/24/2008,11,0.3,0
1/24/2008,12,0.6,0
1/24/2008,13,1.9,0
1/24/2008,14,1.5,0
1/24/2008,15,1.3,0
1/24/2008,16,0.7,0
1/24/2008,17,1.7,0
1/24/2008,18,1.6,0
1/24/2008,19,0.6,0
1/24/2008,20,0.7,0
1/24/2008,21,1.8,0
1/24/2008,22,1.8,0
1/24/2008,23,1.7,0
1/24/2008,24,1.2,0
1/25/2008,1,0.9,0
1/25/2008,2,0.2,0
1/25/2008,3,0.3,0
1/25/2008,4,0.8,0
1/25/2008,5,0.7,0
1/25/2008,6,0.6,0
1/25/2008,7,0.0,0
1/25/2008,8,0.4,0
1/25/2008,9,1.1,0
1/25/2008,10,1.3,0
1/25/2008,11,0.6,0
1/25/2008,12,0.0,0
1/25/2008,13,0.0,0
1/25/2008,14,0.0,0
1/25/2008,15,0.0,0
1/25/2008,16,0.0,0
1/25/2008,17,0.0,0
1/25/2008,18,0.0,0
1/25/2008,19,0.0,0
1/25/2008,20,0.9,0
1/25/2008,21,0.0,0
1/25/2008,22,0.0,0
1/25/2008,23,0.2,0
1/25/2008,24,0.0,0
1/26/2008,1,0.0,0
1/26/2008,2,0.0,0
1/26/2008,3,0.0,0
1/26/2008,4,0.0,0
1/26/2008,5,0.0,0
1/26/2008,6,0.0,0
1/26/2008,7,0.0,0
1/26/2008,8,0.0,0
1/26/2008,9,0.0,0
1/26/2008,10,0.0,0
1/26/2008,11,0.0,0
1/26/2008,12,0.0,0
1/26/2008,13,0.0,0
1/26/2008,14,0.0,0
1/26/2008,15,0.0,0
1/26/2008,16,0.0,0
1/26/2008,17,0.0,0
1/26/2008,18,0.0,0
1/26/2008,19,0.0,0
1/26/2008,20,0.0,0
1/26/2008,21,0.0,0
1/26/2008,22,0.0,0
1/26/2008,23,0.0,0
1/26/2008,24,0.0,0
1/27/2008,1,0.0,0
1/27/2008,2,0.0,0
1/27/2008,3,0.0,0
1/27/2008,4,0.0,0
1/27/2008,5,0.0,0
1/27/2008,6,0.0,0
1/27/2008,7,0.0,0
1/27/2008,8,0.0,0
1/27/2008,9,0.0,0
1/27/2008,10,0.0,0
1/27/2008,11,0.0,0
1/27/2008,12,0.0,0
1/27/2008,13,0.0,0
1/27/2008,14,0.0,0
1/27/2008,15,0.0,0
1/27/2008,16,0.0,0
1/27/2008,17,0.0,0
1/27/2008,18,0.0,0
1/27/2008,19,0.0,0
1/27/2008,20,0.0,0
1/27/2008,21,0.0,0
1/27/2008,22,0.0,0
1/27/2008,23,0.0,0
1/27/2008,24,0.0,0
1/28/2008,1,0.0,0
1/28/2008,2,0.0,0
1/28/2008,3,0.0,0
1/28/2008,4,0.0,0
1/28/2008,5,0.0,0
1/28/2008,6,0.0,0
1/28/2008,7,0.0,0
1/28/2008,8,0.0,0
1/28/2008,9,0.0,0
1/28/2008,10,0.0,0
1/28/2008,11,0.0,0
1/28/2008,12,0.0,0
1/28/2008,13,0.0,0
1/28/2008,14,0.0,0
1/28/2008,15,0.0,0
1/28/2008,16,0.0,0
1/28/2008,17,0.0,0
1/28/2008,18,0.0,0
1/28/2008,19,0.0,0
1/28/2008,20,0.0,0
1/28/2008,21,0.0,0
1/28/2008,22,0.0,0
1/28/2008,23,0.0,0
1/28/2008,24,0.0,0
1/29/2008,1,0.0,0
1/29/2008,2,0.0,0
1/29/2008,3,0.0,0
1/29/2008,4,0.0,0
1/29/2008,5,0.0,0
1/29/2008,6,0.0,0
1/29/2008,7,0.0,0
1/29/2008,8,0.0,0
1/29/2008,9,0.0,0
1/29/2008,10,0.0,0
1/29/2008,11,0.0,0
1/29/2008,12,0.0,0
1/29/2008,13,0.0,0
1/29/2008,14,0.0,0
1/29/2008,15,0.0,0
1/29/2008,16,0.0,0
1/29/2008,17,0.0,0
1/29/2008,18,0.0,0
1/29/2008,19,0.0,0
1/29/2008,20,0.0,0
1/29/2008,21,0.0,0
1/29/2008,22,0.0,0
1/29/2008,23,0.0,0
1/29/2008,24,0.0,0
1/30/2008,1,0.0,0
1/30/2008,2,0.0,0
1/30/2008,3,0.0,0
1/30/2008,4,0.0,0
1/30/2008,5,0.0,0
1/30/2008,6,0.0,0
1/30/2008,7,0.0,0
1/30/2008,8,0.0,0
1/30/2008,9,0.0,0
1/30/2008,10,0.0,0
1/30/2008,11,0.0,0
1/30/2008,12,0.0,0
1/30/2008,13,0.0,0
1/30/2008,14,0.0,0
1/30/2008,15,0.0,0
1/30/2008,16,0.0,0
1/30/2008,17,0.0,0
1/30/2008,18,0.0,0
1/30/2008,19,0.0,0
1/30/2008,20,0.0,0
1/30/2008,21,0.0,0
1/30/2008,22,0.0,0
1/30/2008,23,0.0,0
1/30/2008,24,0.0,0
1/31/2008,1,0.0,0
1/31/2008,2,0.0,0
1/31/2008,3,0.0,0
1/31/2008,4,0.0,0
1/31/2008,5,0.0,0
1/31/2008,6,0.0,0
1/31/2008,7,0.0,0
1/31/2008,8,0.0,0
1/31/2008,9,0.0,0
1/31/2008,10,0.0,0
1/31/2008,11,0.0,0
1/31/2008,12,0.0,0
1/31/2008,13,0.0,0
1/31/2008,14,0.0,0
1/31/2008,15,0.0,0
1/31/2008,16,0.0,0
1/31/2008,17,0.1,0
1/31/2008,18,0.7,0
1/31/2008,19,0.0,0
1/31/2008,20,0.3,0
1/31/2008,21,0.0,0
1/31/2008,22,0.9,0
1/31/2008,23,0.0,0
1/31/2008,24,0.0,0
2/1/2008,1,,0
2/1/2008,2,0.5,0
2/1/2008,3,,0
2/1/2008,4,0.4,0
2/1/2008,5,0.2,0
2/1/2008,6,,0
2/1/2008,7,0.1,0
2/1/2008,8,,0
2/1/2008,9,,0
2/1/2008,10,,0
2/1/2008,11,,0
2/1/2008,12,,0
2/1/2008,13,,0
2/1/2008,14,,0
2/1/2008,15,,0
2/1/2008,16,,0
2/1/2008,17,,0
2/1/2008,18,,0
2/1/2008,19,0.2,0
2/1/2008,20,0.4,0
2/1/2008,21,0.2,0
2/1/2008,22,0.2,0
2/1/2008,23,0.3,0
2/1/2008,24,,0
2/2/2008,1,0.2,0
2/2/2008,2,0.3,0
2/2/2008,3,0.2,0
2/2/2008,4,0.3,0
2/2/2008,5,0.0,0
2/2/2008,6,0.0,0
2/2/2008,7,0.0,0
2/2/2008,8,0.0,0
2/2/2008,9,0.0,0
2/2/2008,10,0.0,0
2/2/2008,11,0.4,0
2/2/2008,12,0.0,0
2/2/2008,13,0.0,0
2/2/2008,14,0.0,0
2/2/2008,15,0.0,0
2/2/2008,16,0.0,0
2/2/2008,17,0.0,0
2/2/2008,18,0.0,0
2/2/2008,19,0.0,0
2/2/2008,20,0.0,0
2/2/2008,21,0.0,0
2/2/2008,22,0.0,0
2/2/2008,23,0.0,0
2/2/2008,24,0.0,0
2/3/2008,1,0.0,0
2/3/2008,2,0.0,0
2/3/2008,3,0.0,0
2/3/2008,4,0.0,0
2/3/2008,5,0.0,0
2/3/2008,6,0.0,0
2/3/2008,7,0.0,0
2/3/2008,8,0.0,0
2/3/2008,9,0.0,0
2/3/2008,10,0.0,0
2/3/2008,11,0.0,0
2/3/2008,12,0.0,0
2/3/2008,13,0.0,0
2/3/2008,14,0.0,0
2/3/2008,15,0.0,0
2/3/2008,16,0.0,0
2/3/2008,17,0.0,0
2/3/2008,18,0.0,0
2/3/2008,19,0.0,0
2/3/2008,20,0.0,0
2/3/2008,21,0.0,0
2/3/2008,22,0.0,0
2/3/2008,23,0.0,0
2/3/2008,24,0.0,0
2/4/2008,1,0.0,0
2/4/2008,2,0.0,0
2/4/2008,3,0.0,0
2/4/2008,4,0.0,0
2/4/2008,5,0.0,0
2/4/2008,6,0.0,0
2/4/2008,7,0.0,0
2/4/2008,8,0.0,0
2/4/2008,9,0.0,0
2/4/2008,10,0.0,0
2/4/2008,11,0.0,0
2/4/2008,12,0.0,0
2/4/2008,13,0.0,0
2/4/2008,14,0.0,0
2/4/2008,15,0.0,0
2/4/2008,16,0.0,0
2/4/2008,17,0.0,0
2/4/2008,18,0.0,0
2/4/2008,19,0.0,0
2/4/2008,20,0.0,0
2/4/2008,21,0.0,0
2/4/2008,22,0.0,0
2/4/2008,23,0.0,0
2/4/2008,24,0.0,0
2/5/2008,1,0.0,0
2/5/2008,2,0.0,0
2/5/2008,3,0.0,0
2/5/2008,4,0.0,0
2/5/2008,5,0.0,0
2/5/2008,6,0.0,0
2/5/2008,7,0.0,0
2/5/2008,8,0.0,0
2/5/2008,9,0.0,0
2/5/2008,10,0.0,0
2/5/2008,11,0.0,0
2/5/2008,12,0.0,0
2/5/2008,13,0.0,0
2/5/2008,14,0.0,0
2/5/2008,15,0.0,0
2/5/2008,16,0.0,0
2/5/2008,17,0.0,0
2/5/2008,18,0.0,0
2/5/2008,19,0.0,0
2/5/2008,20,0.0,0
2/5/2008,21,0.0,0
2/5/2008,22,0.0,0
2/5/2008,23,0.0,0
2/5/2008,24,0.0,0
2/6/2008,1,0.0,0
2/6/2008,2,0.0,0
2/6/2008,3,0.2,0
2/6/2008,4,0.0,0
2/6/2008,5,0.1,0
2/6/2008,6,0.2,0
2/6/2008,7,0.3,0
2/6/2008,8,0.0,0
2/6/2008,9,0.0,0
2/6/2008,10,0.4,0
2/6/2008,11,0.3,0
2/6/2008,12,0.0,0
2/6/2008,13,0.0,0
2/6/2008,14,0.0,0
2/6/2008,15,0.0,0
2/6/2008,16,0.0,0
2/6/2008,17,0.0,0
2/6/2008,18,0.0,0
2/6/2008,19,0.0,0
2/6/2008,20,0.0,0
2/6/2008,21,0.0,0
2/6/2008,22,0.0,0
2/6/2008,23,0.0,0
2/6/2008,24,0.0,0
2/7/2008,1,0.0,0
2/7/2008,2,0.0,0
2/7/2008,3,0.0,0
2/7/2008,4,0.0,0
2/7/2008,5,0.0,0
2/7/2008,6,0.0,0
2/7/2008,7,0.0,0
2/7/2008,8,0.0,0
2/7/2008,9,0.2,0
2/7/2008,10,0.0,0
2/7/2008,11,0.0,0
2/7/2008,12,0.0,0
2/7/2008,13,0.0,0
2/7/2008,14,0.0,0
2/7/2008,15,0.0,0
2/7/2008,16,0.0,0
2/7/2008,17,0.0,0
2/7/2008,18,0.0,0
2/7/2008,19,0.0,0
2/7/2008,20,0.0,0
2/7/2008,21,0.0,0
2/7/2008,22,0.0,0
2/7/2008,23,0.0,0
2/7/2008,24,0.0,0
2/8/2008,1,0.0,0
2/8/2008,2,0.0,0
2/8/2008,3,0.0,0
2/8/2008,4,0.0,0
2/8/2008,5,0.0,0
2/8/2008,6,0.0,0
2/8/2008,7,0.0,0
2/8/2008,8,0.0,0
2/8/2008,9,0.0,0
2/8/2008,10,0.0,0
2/8/2008,11,0.0,0
2/8/2008,12,0.0,0
2/8/2008,13,0.0,0
2/8/2008,14,0.0,0
2/8/2008,15,0.0,0
2/8/2008,16,0.0,0
2/8/2008,17,0.0,0
2/8/2008,18,0.0,0
2/8/2008,19,0.0,0
2/8/2008,20,0.0,0
2/8/2008,21,0.0,0
